"skPersona","medicion","factorExpPersonas","factorExpHogares","factorExpViviendas","skVivienda","skHogar","skBarrio","codigoComuna","Edad","Sexo","anios_en_barrio","vida_en_barrio","vive_arriendo","valor_arriendo","vivia_en_otro_pais","vivia_en_otro_municipio","vivia_en_otro_barrio","Estrato","posee_gas","posee_aseo","total_cuartos","cuartos_dormir","posee_sanitario","cantidad_personas_hogar","personas_cuarto","hacinamiento","posee_energia","posee_acueducto","posee_alcantarillado","paredes_material","pisos_material","servicios","material_vivienda","barrio_anterior","codigoBarrioComuna","Cod_comuna","cod_barrio","nombreBarrio","zona","Sector","nombreComuna","migrante_en_arriendo","tipo_persona"
"2024_12801",2024,"135.833333333333","143.964566929134","142.834645669291","2024_4241","2024_4241_1",NA,12,48,0,2,0.0416666666666667,0,"-88",0,0,1,4,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_801",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12802",2024,"69.4666666666667","143.964566929134","142.834645669291","2024_4242","2024_4242_1",NA,12,75,0,75,1,0,"-88",0,0,0,4,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12803",2024,"91.4545454545455","143.964566929134","142.834645669291","2024_4242","2024_4242_1",NA,12,75,1,75,1,0,"-88",0,0,0,4,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12804",2024,"67.8571428571429","143.964566929134","142.834645669291","2024_4243","2024_4243_1",NA,12,19,0,19,1,0,"-88",0,0,0,4,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12805",2024,"57.5454545454545","143.964566929134","142.834645669291","2024_4243","2024_4243_1",NA,12,25,0,25,1,0,"-88",0,0,0,4,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12806",2024,"162.05","143.964566929134","142.834645669291","2024_4243","2024_4243_1",NA,12,37,0,37,1,0,"-88",0,0,0,4,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12807",2024,"111.342857142857","143.964566929134","142.834645669291","2024_4244","2024_4244_1",NA,12,62,1,3,0.0483870967741935,0,"-88",0,0,1,4,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_414",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12808",2024,"112.913043478261","143.964566929134","142.834645669291","2024_4244","2024_4244_1",NA,12,61,0,3,0.0491803278688525,0,"-88",0,0,1,4,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_414",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12809",2024,"148.739130434783","143.964566929134","142.834645669291","2024_4245","2024_4245_1",NA,12,34,0,10,0.294117647058824,1,"1200000",0,1,0,4,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12810",2024,"64.96","143.964566929134","142.834645669291","2024_4246","2024_4246_1",NA,12,70,0,70,1,0,"-88",0,0,0,2,1,0,5,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12811",2024,"108.225806451613","143.964566929134","142.834645669291","2024_4246","2024_4246_1",NA,12,67,1,67,1,0,"-88",0,0,0,2,1,0,5,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12812",2024,"175.409090909091","143.964566929134","142.834645669291","2024_4247","2024_4247_1",NA,12,34,1,34,1,0,"-88",0,0,0,4,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12813",2024,"109","143.964566929134","142.834645669291","2024_4247","2024_4247_1",NA,12,0,0,0,1,0,"-88",0,0,0,4,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12814",2024,"109","143.964566929134","142.834645669291","2024_4247","2024_4247_1",NA,12,0,0,0,1,0,"-88",0,0,0,4,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12815",2024,"109","143.964566929134","142.834645669291","2024_4247","2024_4247_1",NA,12,0,0,0,1,0,"-88",0,0,0,4,1,1,6,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12816",2024,"63.8947368421053","143.964566929134","142.834645669291","2024_4248","2024_4248_1",NA,12,81,1,5,0.0617283950617284,1,"1200000",0,0,1,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_905",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12817",2024,"73.9375","143.964566929134","142.834645669291","2024_4248","2024_4248_1",NA,12,83,0,5,0.0602409638554217,1,"1200000",0,0,1,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_905",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12818",2024,"111.342857142857","143.964566929134","142.834645669291","2024_4248","2024_4248_1",NA,12,60,1,5,0.0833333333333333,1,"1200000",0,0,1,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_905",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12819",2024,"107.166666666667","143.964566929134","142.834645669291","2024_4248","2024_4248_1",NA,12,25,1,5,0.2,1,"1200000",0,0,1,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_905",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12820",2024,"148.739130434783","143.964566929134","142.834645669291","2024_4249","2024_4249_1",NA,12,30,0,0,0,1,"1300000",0,0,1,5,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_307",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12821",2024,"175.409090909091","143.964566929134","142.834645669291","2024_4249","2024_4249_1",NA,12,33,1,0,0,1,"1300000",0,0,1,5,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_307",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12822",2024,"175.409090909091","143.964566929134","142.834645669291","2024_4250","2024_4250_1",NA,12,34,1,2,0.0588235294117647,1,"2300000",0,1,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12823",2024,"267.571428571429","143.964566929134","142.834645669291","2024_4250","2024_4250_1",NA,12,35,1,2,0.0571428571428571,1,"2300000",0,1,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12824",2024,"144","143.964566929134","142.834645669291","2024_4250","2024_4250_1",NA,12,18,1,2,0.111111111111111,1,"2300000",0,1,0,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12825",2024,"141.2","143.964566929134","142.834645669291","2024_4251","2024_4251_1",NA,12,40,1,28,0.7,0,"-88",0,1,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_708",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12826",2024,"108.225806451613","143.964566929134","142.834645669291","2024_4251","2024_4251_1",NA,12,68,1,28,0.411764705882353,0,"-88",0,1,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_708",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12827",2024,"93.3793103448276","143.964566929134","142.834645669291","2024_4251","2024_4251_1",NA,12,72,1,28,0.388888888888889,0,"-88",0,1,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_708",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12828",2024,"135.833333333333","143.964566929134","142.834645669291","2024_4251","2024_4251_1",NA,12,45,0,28,0.622222222222222,0,"-88",0,1,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_708",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12829",2024,"108.225806451613","143.964566929134","142.834645669291","2024_4252","2024_4252_1",NA,12,69,1,69,1,0,"-88",0,0,0,5,0,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12830",2024,"162.05","143.964566929134","142.834645669291","2024_4252","2024_4252_1",NA,12,35,0,35,1,0,"-88",0,0,0,5,0,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12831",2024,"134.235294117647","143.964566929134","142.834645669291","2024_4253","2024_4253_1",NA,12,54,0,10,0.185185185185185,0,"-88",0,0,1,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1108",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12832",2024,"134.4","143.964566929134","142.834645669291","2024_4254","2024_4254_1",NA,12,26,1,26,1,1,"2e+06",0,0,0,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12833",2024,"148.739130434783","143.964566929134","142.834645669291","2024_4254","2024_4254_1",NA,12,31,0,31,1,1,"2e+06",0,0,0,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12834",2024,"134.235294117647","143.964566929134","142.834645669291","2024_4255","2024_4255_1",NA,12,53,0,4,0.0754716981132075,0,"-88",0,0,1,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_7098",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12835",2024,"166.722222222222","143.964566929134","142.834645669291","2024_4255","2024_4255_1",NA,12,46,1,4,0.0869565217391304,0,"-88",0,0,1,5,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_7098",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12836",2024,"183","143.964566929134","142.834645669291","2024_4256","2024_4256_1",NA,12,22,1,22,1,0,"-88",0,0,0,5,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12837",2024,"112.558823529412","143.964566929134","142.834645669291","2024_4256","2024_4256_1",NA,12,58,1,58,1,0,"-88",0,0,0,5,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12838",2024,"134.235294117647","143.964566929134","142.834645669291","2024_4257","2024_4257_1",NA,12,53,0,6,0.113207547169811,0,"-88",0,1,0,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12839",2024,"166.722222222222","143.964566929134","142.834645669291","2024_4257","2024_4257_1",NA,12,49,1,6,0.122448979591837,0,"-88",0,1,0,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12840",2024,"180.5","143.964566929134","142.834645669291","2024_4257","2024_4257_1",NA,12,7,0,6,0.857142857142857,0,"-88",0,1,0,5,1,1,5,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12841",2024,"111.342857142857","143.964566929134","142.834645669291","2024_4258","2024_4258_1",NA,12,62,1,30,0.483870967741935,0,"-88",0,1,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_907",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12842",2024,"73.9375","143.964566929134","142.834645669291","2024_4258","2024_4258_1",NA,12,95,0,30,0.315789473684211,0,"-88",0,1,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_907",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12843",2024,"63.8947368421053","143.964566929134","142.834645669291","2024_4258","2024_4258_1",NA,12,91,1,30,0.32967032967033,0,"-88",0,1,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_907",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12844",2024,"108.225806451613","143.964566929134","142.834645669291","2024_4258","2024_4258_1",NA,12,69,1,30,0.434782608695652,0,"-88",0,1,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_907",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12845",2024,"111.342857142857","143.964566929134","142.834645669291","2024_4258","2024_4258_1",NA,12,64,1,30,0.46875,0,"-88",0,1,1,5,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_907",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12846",2024,"267.571428571429","143.964566929134","142.834645669291","2024_4259","2024_4259_1",NA,12,36,1,6,0.166666666666667,0,"-88",0,0,1,5,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_717",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12847",2024,"108.225806451613","143.964566929134","142.834645669291","2024_4259","2024_4259_1",NA,12,67,1,6,0.0895522388059701,0,"-88",0,0,1,5,1,1,2,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_717",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12848",2024,"267.571428571429","143.964566929134","142.834645669291","2024_4260","2024_4260_1",NA,12,37,1,1,0.027027027027027,1,"1000",0,1,0,5,1,1,3,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12849",2024,"148.739130434783","143.964566929134","142.834645669291","2024_4260","2024_4260_1",NA,12,30,0,1,0.0333333333333333,1,"1000",0,1,0,5,1,1,3,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12850",2024,"64.96","143.964566929134","142.834645669291","2024_4261","2024_4261_1",NA,12,72,0,72,1,1,"1800000",0,0,0,5,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12851",2024,"93.3793103448276","143.964566929134","142.834645669291","2024_4261","2024_4261_1",NA,12,70,1,70,1,1,"1800000",0,0,0,5,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12852",2024,"132.086956521739","143.964566929134","142.834645669291","2024_4262","2024_4262_1",NA,12,42,0,42,1,1,"1500000",0,0,0,5,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12853",2024,"123.666666666667","143.964566929134","142.834645669291","2024_4263","2024_4263_1",NA,12,29,1,11,0.379310344827586,1,"1400000",0,1,0,4,1,1,3,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12854",2024,"108.225806451613","143.964566929134","142.834645669291","2024_4264","2024_4264_1",NA,12,66,1,4,0.0606060606060606,0,"-88",0,0,1,4,1,1,11,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1016",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12855",2024,"123","143.964566929134","142.834645669291","2024_4264","2024_4264_1",NA,12,67,0,4,0.0597014925373134,0,"-88",0,0,1,4,1,1,11,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1016",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12856",2024,"175.409090909091","143.964566929134","142.834645669291","2024_4264","2024_4264_1",NA,12,33,1,4,0.121212121212121,0,"-88",0,0,1,4,1,1,11,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1016",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12857",2024,"64.96","143.964566929134","142.834645669291","2024_4265","2024_4265_1",NA,12,72,0,20,0.277777777777778,0,"-88",0,1,0,5,1,1,10,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12858",2024,"93.3793103448276","143.964566929134","142.834645669291","2024_4265","2024_4265_1",NA,12,73,1,20,0.273972602739726,0,"-88",0,1,0,5,1,1,10,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12859",2024,"141.2","143.964566929134","142.834645669291","2024_4265","2024_4265_1",NA,12,40,1,20,0.5,0,"-88",0,1,0,5,1,1,10,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12860",2024,"135.85","143.964566929134","142.834645669291","2024_4266","2024_4266_1",NA,12,58,0,30,0.517241379310345,0,"-88",0,0,1,4,1,1,16,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_708",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12861",2024,"188.5625","143.964566929134","142.834645669291","2024_4266","2024_4266_1",NA,12,54,1,34,0.62962962962963,0,"-88",0,0,1,4,1,1,16,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_708",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12862",2024,"134.4","143.964566929134","142.834645669291","2024_4266","2024_4266_1",NA,12,26,1,25,0.961538461538462,0,"-88",0,0,1,4,1,1,16,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_708",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12863",2024,"93.3793103448276","143.964566929134","142.834645669291","2024_4267","2024_4267_1",NA,12,71,1,16,0.225352112676056,0,"-88",0,0,1,4,0,1,18,5,5,NA,NA,NA,1,1,0,NA,NA,8,NA,"2024_410",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12864",2024,"135.833333333333","143.964566929134","142.834645669291","2024_4267","2024_4267_1",NA,12,45,0,16,0.355555555555556,0,"-88",0,0,1,4,0,1,18,5,5,NA,NA,NA,1,1,0,NA,NA,8,NA,"2024_410",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12865",2024,"162.05","143.964566929134","142.834645669291","2024_4267","2024_4267_1",NA,12,37,0,16,0.432432432432432,0,"-88",0,0,1,4,0,1,18,5,5,NA,NA,NA,1,1,0,NA,NA,8,NA,"2024_410",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12866",2024,"69.4666666666667","143.964566929134","142.834645669291","2024_4267","2024_4267_1",NA,12,79,0,16,0.20253164556962,0,"-88",0,0,1,4,0,1,18,5,5,NA,NA,NA,1,1,0,NA,NA,8,NA,"2024_1204",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12867",2024,"93.3793103448276","143.964566929134","142.834645669291","2024_4267","2024_4267_1",NA,12,73,1,16,0.219178082191781,0,"-88",0,0,1,4,0,1,18,5,5,NA,NA,NA,1,1,0,NA,NA,8,NA,"2024_1204",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12868",2024,"188.5625","143.964566929134","142.834645669291","2024_4268","2024_4268_1",NA,12,53,1,4,0.0754716981132075,1,"3e+06",0,0,1,4,1,1,20,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_510",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12869",2024,"148.739130434783","143.964566929134","142.834645669291","2024_4268","2024_4268_1",NA,12,34,0,4,0.117647058823529,1,"3e+06",0,0,1,4,1,1,20,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_510",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12870",2024,"131.4","143.964566929134","142.834645669291","2024_4268","2024_4268_1",NA,12,26,0,4,0.153846153846154,1,"3e+06",0,0,1,4,1,1,20,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_510",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12871",2024,"134.235294117647","143.964566929134","142.834645669291","2024_4269","2024_4269_1",NA,12,54,0,4,0.0740740740740741,1,"2300000",0,0,1,4,1,1,10,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1416",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12872",2024,"166.722222222222","143.964566929134","142.834645669291","2024_4269","2024_4269_1",NA,12,49,1,4,0.0816326530612245,1,"2300000",0,0,1,4,1,1,10,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1416",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12873",2024,"144","143.964566929134","142.834645669291","2024_4269","2024_4269_1",NA,12,18,1,4,0.222222222222222,1,"2300000",0,0,1,4,1,1,10,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1416",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12874",2024,"135.833333333333","143.964566929134","142.834645669291","2024_4270","2024_4270_1",NA,12,46,0,5,0.108695652173913,1,"4e+06",0,1,1,4,1,1,17,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1117",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12875",2024,"188.5625","143.964566929134","142.834645669291","2024_4270","2024_4270_1",NA,12,52,1,5,0.0961538461538462,1,"4e+06",0,1,1,4,1,1,17,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1117",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12876",2024,"123.666666666667","143.964566929134","142.834645669291","2024_4270","2024_4270_1",NA,12,29,1,5,0.172413793103448,1,"4e+06",0,1,1,4,1,1,17,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1117",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12877",2024,"64.5555555555556","143.964566929134","142.834645669291","2024_4270","2024_4270_1",NA,12,23,1,5,0.217391304347826,1,"4e+06",0,1,1,4,1,1,17,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1117",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12878",2024,"134","143.964566929134","142.834645669291","2024_4270","2024_4270_1",NA,12,13,0,5,0.384615384615385,1,"4e+06",0,1,1,4,1,1,17,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1117",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12879",2024,"359","143.964566929134","142.834645669291","2024_4270","2024_4270_1",NA,12,6,0,5,0.833333333333333,1,"4e+06",0,0,1,4,1,1,17,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1117",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12880",2024,"123","143.964566929134","142.834645669291","2024_4271","2024_4271_1",NA,12,68,0,31,0.455882352941176,0,"-88",0,0,1,4,1,1,5,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1108",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12881",2024,"111.342857142857","143.964566929134","142.834645669291","2024_4271","2024_4271_1",NA,12,64,1,31,0.484375,0,"-88",0,0,1,4,1,1,5,1,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1108",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12882",2024,"123.666666666667","143.964566929134","142.834645669291","2024_4272","2024_4272_1",NA,12,29,1,29,1,0,"-88",0,0,0,4,1,1,7,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12883",2024,"57.5454545454545","143.964566929134","142.834645669291","2024_4272","2024_4272_1",NA,12,25,0,1,0.04,0,"-88",0,1,0,4,1,1,7,5,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_12884",2024,"134.235294117647","143.964566929134","142.834645669291","2024_4273","2024_4273_1",NA,12,51,0,51,1,0,"-88",0,0,0,4,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12885",2024,"64.96","143.964566929134","142.834645669291","2024_4273","2024_4273_1",NA,12,70,0,70,1,0,"-88",0,0,0,4,1,1,5,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_12886",2024,"229.333333333333","143.964566929134","142.834645669291","2024_4274","2024_4274_1",NA,12,28,0,1,0.0357142857142857,1,"1800000",0,0,1,4,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1202",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12887",2024,"692","143.964566929134","142.834645669291","2024_4274","2024_4274_1",NA,12,29,0,1,0.0344827586206897,1,"1800000",0,0,1,4,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1202",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12888",2024,"306","143.964566929134","142.834645669291","2024_4274","2024_4274_1",NA,12,24,1,1,0.0416666666666667,1,"1800000",0,0,1,4,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_1202",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_12889",2024,"112.913043478261","143.964566929134","142.834645669291","2024_4275","2024_4275_1",NA,12,62,0,6,0.0967741935483871,1,"2e+06",0,0,1,4,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_307",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
