"skPersona","medicion","factorExpPersonas","factorExpHogares","factorExpViviendas","skVivienda","skHogar","skBarrio","codigoComuna","Edad","Sexo","anios_en_barrio","vida_en_barrio","vive_arriendo","valor_arriendo","vivia_en_otro_pais","vivia_en_otro_municipio","vivia_en_otro_barrio","Estrato","posee_gas","posee_aseo","total_cuartos","cuartos_dormir","posee_sanitario","cantidad_personas_hogar","personas_cuarto","hacinamiento","posee_energia","posee_acueducto","posee_alcantarillado","paredes_material","pisos_material","servicios","material_vivienda","barrio_anterior","codigoBarrioComuna","Cod_comuna","cod_barrio","nombreBarrio","zona","Sector","nombreComuna","migrante_en_arriendo","tipo_persona"
"2024_8429",2024,"122.9375","145.182835820896","144.464419475655","2024_2680","2024_2680_1",NA,7,62,0,55,0.887096774193548,0,"-88",0,1,0,2,0,1,1,1,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8430",2024,"129.916666666667","145.182835820896","144.464419475655","2024_2681","2024_2681_1",NA,7,59,0,0,0,0,"-88",0,0,0,2,0,1,3,2,6,NA,NA,NA,1,0,1,NA,NA,9,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8431",2024,"87.6923076923077","145.182835820896","144.464419475655","2024_2681","2024_2681_1",NA,7,61,1,54,0.885245901639344,0,"-88",0,1,0,2,0,1,3,2,6,NA,NA,NA,1,0,1,NA,NA,9,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8432",2024,"101.066666666667","145.182835820896","144.464419475655","2024_2681","2024_2681_1",NA,7,18,1,18,1,0,"-88",0,0,0,2,0,1,3,2,6,NA,NA,NA,1,0,1,NA,NA,9,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8433",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2682","2024_2682_1",NA,7,47,0,47,1,0,"-88",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8434",2024,"144.244897959184","145.182835820896","144.464419475655","2024_2682","2024_2682_1",NA,7,48,1,48,1,0,"-88",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8435",2024,"127.866666666667","145.182835820896","144.464419475655","2024_2682","2024_2682_1",NA,7,24,0,24,1,0,"-88",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8436",2024,"140.2","145.182835820896","144.464419475655","2024_2682","2024_2682_1",NA,7,16,1,16,1,0,"-88",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8437",2024,"227.333333333333","145.182835820896","144.464419475655","2024_2682","2024_2682_1",NA,7,15,1,15,1,0,"-88",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8438",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2683","2024_2683_1",NA,7,49,0,12,0.244897959183673,0,"-88",0,1,0,2,1,1,3,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8439",2024,"144.244897959184","145.182835820896","144.464419475655","2024_2683","2024_2683_1",NA,7,46,1,12,0.260869565217391,0,"-88",0,1,0,2,1,1,3,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8440",2024,"222.875","145.182835820896","144.464419475655","2024_2683","2024_2683_1",NA,7,22,0,12,0.545454545454545,0,"-88",0,1,0,2,1,1,3,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8441",2024,"182.875","145.182835820896","144.464419475655","2024_2683","2024_2683_1",NA,7,16,0,12,0.75,0,"-88",0,1,0,2,1,1,3,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8442",2024,"57.2894736842105","145.182835820896","144.464419475655","2024_2684","2024_2684_1",NA,7,85,1,85,1,0,"-88",0,0,0,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8443",2024,"89.4705882352941","145.182835820896","144.464419475655","2024_2685","2024_2685_1",NA,7,65,1,6,0.0923076923076923,0,"-88",0,0,1,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_307",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8444",2024,"122.9375","145.182835820896","144.464419475655","2024_2685","2024_2685_1",NA,7,63,0,6,0.0952380952380952,0,"-88",0,0,1,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_307",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8445",2024,"188","145.182835820896","144.464419475655","2024_2685","2024_2685_1",NA,7,17,0,6,0.352941176470588,0,"-88",0,0,1,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_307",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8446",2024,"144.244897959184","145.182835820896","144.464419475655","2024_2686","2024_2686_1",NA,7,47,1,6,0.127659574468085,0,"-88",0,1,1,2,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_510",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8447",2024,"139.266666666667","145.182835820896","144.464419475655","2024_2687","2024_2687_1",NA,7,29,0,3,0.103448275862069,1,"7e+05",1,0,0,2,0,0,4,3,6,NA,NA,NA,0,0,1,NA,NA,7,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8448",2024,"307","145.182835820896","144.464419475655","2024_2687","2024_2687_1",NA,7,29,1,3,0.103448275862069,1,"7e+05",1,0,0,2,0,0,4,3,6,NA,NA,NA,0,0,1,NA,NA,7,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8449",2024,"138.666666666667","145.182835820896","144.464419475655","2024_2687","2024_2687_1",NA,7,6,1,3,0.5,1,"7e+05",1,0,0,2,0,0,4,3,6,NA,NA,NA,0,0,1,NA,NA,7,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8450",2024,"144.444444444444","145.182835820896","144.464419475655","2024_2687","2024_2687_1",NA,7,5,0,3,0.6,1,"7e+05",1,0,0,2,0,0,4,3,6,NA,NA,NA,0,0,1,NA,NA,7,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Internacional"
"2024_8451",2024,"57.2894736842105","145.182835820896","144.464419475655","2024_2688","2024_2688_1",NA,7,83,1,5,0.0602409638554217,1,"520000",0,0,1,2,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_7008",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8452",2024,"129.916666666667","145.182835820896","144.464419475655","2024_2688","2024_2688_1",NA,7,57,0,5,0.087719298245614,1,"520000",0,0,1,2,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_7008",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8453",2024,"89.3125","145.182835820896","144.464419475655","2024_2689","2024_2689_1",NA,7,77,0,20,0.25974025974026,0,"-88",0,1,0,2,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8454",2024,"67.1372549019608","145.182835820896","144.464419475655","2024_2689","2024_2689_1",NA,7,73,1,20,0.273972602739726,0,"-88",0,1,0,2,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8455",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2690","2024_2690_1",NA,7,44,1,44,1,1,"515000",0,0,0,1,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8456",2024,"101.066666666667","145.182835820896","144.464419475655","2024_2690","2024_2690_1",NA,7,18,1,18,1,1,"515000",0,0,0,1,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8457",2024,"182.875","145.182835820896","144.464419475655","2024_2690","2024_2690_1",NA,7,16,0,16,1,1,"515000",0,0,0,1,1,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8458",2024,"173.274509803922","145.182835820896","144.464419475655","2024_2691","2024_2691_1",NA,7,35,0,35,1,1,"6e+05",0,0,0,1,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8459",2024,"110.733333333333","145.182835820896","144.464419475655","2024_2691","2024_2691_1",NA,7,20,0,20,1,1,"6e+05",0,0,0,1,1,1,4,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8460",2024,"144.244897959184","145.182835820896","144.464419475655","2024_2692","2024_2692_1",NA,7,48,1,48,1,0,"-88",0,0,0,1,1,1,6,3,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8461",2024,"173.274509803922","145.182835820896","144.464419475655","2024_2692","2024_2692_1",NA,7,37,0,37,1,0,"-88",0,0,0,1,1,1,6,3,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8462",2024,"172.666666666667","145.182835820896","144.464419475655","2024_2692","2024_2692_1",NA,7,27,0,27,1,0,"-88",0,0,0,1,1,1,6,3,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8463",2024,"181.137931034483","145.182835820896","144.464419475655","2024_2693","2024_2693_1",NA,7,33,1,33,1,1,"3e+05",0,0,0,1,0,0,4,2,5,NA,NA,NA,0,0,0,NA,NA,5,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8464",2024,"186.296296296296","145.182835820896","144.464419475655","2024_2693","2024_2693_1",NA,7,31,0,31,1,1,"3e+05",0,0,0,1,0,0,4,2,5,NA,NA,NA,0,0,0,NA,NA,5,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8465",2024,"155","145.182835820896","144.464419475655","2024_2693","2024_2693_1",NA,7,9,1,9,1,1,"3e+05",0,0,0,1,0,0,4,2,5,NA,NA,NA,0,0,0,NA,NA,5,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8466",2024,"247.8","145.182835820896","144.464419475655","2024_2693","2024_2693_1",NA,7,0,0,0,1,1,"3e+05",0,0,0,1,0,0,4,2,5,NA,NA,NA,0,0,0,NA,NA,5,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8467",2024,"139.266666666667","145.182835820896","144.464419475655","2024_2694","2024_2694_1",NA,7,29,0,29,1,0,"-88",0,0,0,1,0,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8468",2024,"144.244897959184","145.182835820896","144.464419475655","2024_2694","2024_2694_1",NA,7,47,1,47,1,0,"-88",0,0,0,1,0,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8469",2024,"172.666666666667","145.182835820896","144.464419475655","2024_2694","2024_2694_1",NA,7,27,0,27,1,0,"-88",0,0,0,1,0,1,6,3,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8470",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2695","2024_2695_1",NA,7,48,0,1,0.0208333333333333,1,"670000",0,1,0,1,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8471",2024,"131.163265306122","145.182835820896","144.464419475655","2024_2695","2024_2695_1",NA,7,52,1,1,0.0192307692307692,1,"670000",0,1,0,1,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8472",2024,"168","145.182835820896","144.464419475655","2024_2695","2024_2695_1",NA,7,12,0,1,0.0833333333333333,1,"670000",0,1,0,1,1,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8473",2024,"122.9375","145.182835820896","144.464419475655","2024_2696","2024_2696_1",NA,7,62,0,62,1,0,"-88",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8474",2024,"106.733333333333","145.182835820896","144.464419475655","2024_2696","2024_2696_1",NA,7,58,1,35,0.603448275862069,0,"-88",0,1,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8475",2024,"186.296296296296","145.182835820896","144.464419475655","2024_2696","2024_2696_1",NA,7,30,0,30,1,0,"-88",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8476",2024,"127.866666666667","145.182835820896","144.464419475655","2024_2696","2024_2696_1",NA,7,24,0,24,1,0,"-88",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8477",2024,"89.4705882352941","145.182835820896","144.464419475655","2024_2697","2024_2697_1",NA,7,68,1,4,0.0588235294117647,1,"350000",0,1,1,2,0,1,1,1,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_1511",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8478",2024,"173.274509803922","145.182835820896","144.464419475655","2024_2697","2024_2697_1",NA,7,35,0,4,0.114285714285714,1,"350000",0,1,1,2,0,1,1,1,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_1511",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8479",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2698","2024_2698_1",NA,7,48,0,30,0.625,0,"-88",0,1,0,1,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8480",2024,"131.163265306122","145.182835820896","144.464419475655","2024_2698","2024_2698_1",NA,7,50,1,30,0.6,0,"-88",0,1,0,1,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8481",2024,"110.733333333333","145.182835820896","144.464419475655","2024_2698","2024_2698_1",NA,7,20,0,20,1,0,"-88",0,0,0,1,1,1,5,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8482",2024,"67.1372549019608","145.182835820896","144.464419475655","2024_2699","2024_2699_1",NA,7,72,1,5,0.0694444444444444,1,"250000",0,0,1,2,1,1,2,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_722",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8483",2024,"106.733333333333","145.182835820896","144.464419475655","2024_2700","2024_2700_1",NA,7,55,1,1,0.0181818181818182,1,"7e+05",0,0,1,2,1,1,4,3,5,NA,NA,NA,1,1,0,NA,NA,9,NA,"2024_8099",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8484",2024,"127.866666666667","145.182835820896","144.464419475655","2024_2700","2024_2700_1",NA,7,24,0,1,0.0416666666666667,1,"7e+05",0,0,1,2,1,1,4,3,5,NA,NA,NA,1,1,0,NA,NA,9,NA,"2024_8099",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8485",2024,"86.2727272727273","145.182835820896","144.464419475655","2024_2700","2024_2700_1",NA,7,23,1,1,0.0434782608695652,1,"7e+05",0,0,1,2,1,1,4,3,5,NA,NA,NA,1,1,0,NA,NA,9,NA,"2024_8099",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8486",2024,"188","145.182835820896","144.464419475655","2024_2700","2024_2700_1",NA,7,17,0,1,0.0588235294117647,1,"7e+05",0,0,1,2,1,1,4,3,5,NA,NA,NA,1,1,0,NA,NA,9,NA,"2024_8099",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8487",2024,"186.296296296296","145.182835820896","144.464419475655","2024_2701","2024_2701_1",NA,7,32,0,32,1,1,"8e+05",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8488",2024,"181.137931034483","145.182835820896","144.464419475655","2024_2701","2024_2701_1",NA,7,32,1,32,1,1,"8e+05",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8489",2024,"139","145.182835820896","144.464419475655","2024_2701","2024_2701_1",NA,7,10,1,10,1,1,"8e+05",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8490",2024,"247.8","145.182835820896","144.464419475655","2024_2701","2024_2701_1",NA,7,0,0,0,1,1,"8e+05",0,0,0,2,1,1,4,3,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8491",2024,"166.473684210526","145.182835820896","144.464419475655","2024_2702","2024_2702_1",NA,7,38,1,18,0.473684210526316,0,"-88",0,0,1,2,0,0,3,1,6,NA,NA,NA,1,1,1,NA,NA,9,NA,"2024_8096",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8492",2024,"225.588235294118","145.182835820896","144.464419475655","2024_2702","2024_2702_1",NA,7,40,0,18,0.45,0,"-88",0,0,1,2,0,0,3,1,6,NA,NA,NA,1,1,1,NA,NA,9,NA,"2024_8096",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8493",2024,"106.733333333333","145.182835820896","144.464419475655","2024_2702","2024_2702_1",NA,7,59,1,18,0.305084745762712,0,"-88",0,0,1,2,0,0,3,1,6,NA,NA,NA,1,1,1,NA,NA,9,NA,"2024_8096",NA,NA,NA,NA,NA,NA,NA,0,"Nuevo en el barrio"
"2024_8494",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2703","2024_2703_1",NA,7,48,0,48,1,1,"6e+05",0,0,0,1,1,1,8,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8495",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2703","2024_2703_1",NA,7,44,1,44,1,1,"6e+05",0,0,0,1,1,1,8,2,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8496",2024,"92.8888888888889","145.182835820896","144.464419475655","2024_2704","2024_2704_1",NA,7,20,1,20,1,0,"-88",0,0,0,1,1,1,8,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8497",2024,"120.122448979592","145.182835820896","144.464419475655","2024_2704","2024_2704_1",NA,7,47,0,47,1,0,"-88",0,0,0,1,1,1,8,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8498",2024,"144.244897959184","145.182835820896","144.464419475655","2024_2704","2024_2704_1",NA,7,46,1,46,1,0,"-88",0,0,0,1,1,1,8,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8499",2024,"70.5","145.182835820896","144.464419475655","2024_2704","2024_2704_1",NA,7,18,0,18,1,0,"-88",0,0,0,1,1,1,8,4,6,NA,NA,NA,1,1,1,NA,NA,11,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8500",2024,"225.588235294118","145.182835820896","144.464419475655","2024_2705","2024_2705_1",NA,7,44,0,44,1,1,"370000",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8501",2024,"147.689655172414","145.182835820896","144.464419475655","2024_2705","2024_2705_1",NA,7,40,1,40,1,1,"370000",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8502",2024,"130.714285714286","145.182835820896","144.464419475655","2024_2705","2024_2705_1",NA,7,22,1,22,1,1,"370000",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8503",2024,"70.5","145.182835820896","144.464419475655","2024_2705","2024_2705_1",NA,7,18,0,18,1,1,"370000",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8504",2024,"319","145.182835820896","144.464419475655","2024_2705","2024_2705_1",NA,7,3,0,3,1,1,"370000",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8505",2024,"87.6923076923077","145.182835820896","144.464419475655","2024_2706","2024_2706_1",NA,7,60,1,60,1,0,"-88",0,0,0,1,0,1,2,1,5,NA,NA,NA,1,0,0,NA,NA,7,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8506",2024,"122","145.182835820896","144.464419475655","2024_2706","2024_2706_1",NA,7,26,1,26,1,0,"-88",0,0,0,1,0,1,2,1,5,NA,NA,NA,1,0,0,NA,NA,7,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8507",2024,"145.1","145.182835820896","144.464419475655","2024_2706","2024_2706_1",NA,7,17,1,17,1,0,"-88",0,0,0,1,0,1,2,1,5,NA,NA,NA,1,0,0,NA,NA,7,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8508",2024,"138.666666666667","145.182835820896","144.464419475655","2024_2706","2024_2706_1",NA,7,6,1,6,1,0,"-88",0,0,0,1,0,1,2,1,5,NA,NA,NA,1,0,0,NA,NA,7,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8509",2024,"211","145.182835820896","144.464419475655","2024_2706","2024_2706_1",NA,7,2,0,2,1,0,"-88",0,0,0,1,0,1,2,1,5,NA,NA,NA,1,0,0,NA,NA,7,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8510",2024,"89.4705882352941","145.182835820896","144.464419475655","2024_2707","2024_2707_1",NA,7,68,1,10,0.147058823529412,0,"-88",0,1,0,1,0,1,3,2,6,NA,NA,NA,1,0,1,NA,NA,9,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8511",2024,"57.2894736842105","145.182835820896","144.464419475655","2024_2708","2024_2708_1",NA,7,87,1,87,1,1,"5e+05",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,0,1,NA,NA,9,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8512",2024,"106.526315789474","145.182835820896","144.464419475655","2024_2708","2024_2708_1",NA,7,25,1,25,1,1,"5e+05",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,0,1,NA,NA,9,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8513",2024,"256.4","145.182835820896","144.464419475655","2024_2708","2024_2708_1",NA,7,4,0,4,1,1,"5e+05",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,0,1,NA,NA,9,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8514",2024,"61.15","145.182835820896","144.464419475655","2024_2709","2024_2709_1",NA,7,83,0,50,0.602409638554217,0,"-88",0,1,0,1,1,1,4,3,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Migrante Interregional"
"2024_8515",2024,"106.733333333333","145.182835820896","144.464419475655","2024_2709","2024_2709_1",NA,7,57,1,57,1,0,"-88",0,0,0,1,1,1,4,3,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8516",2024,"248.8","145.182835820896","144.464419475655","2024_2709","2024_2709_1",NA,7,7,1,7,1,0,"-88",0,0,0,1,1,1,4,3,6,NA,NA,NA,1,0,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8517",2024,"173.274509803922","145.182835820896","144.464419475655","2024_2710","2024_2710_1",NA,7,37,0,37,1,1,"5e+05",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8518",2024,"162.538461538462","145.182835820896","144.464419475655","2024_2710","2024_2710_1",NA,7,27,1,27,1,1,"5e+05",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
"2024_8519",2024,"227.571428571429","145.182835820896","144.464419475655","2024_2710","2024_2710_1",NA,7,19,1,19,1,1,"5e+05",0,0,0,1,0,1,3,2,6,NA,NA,NA,1,1,1,NA,NA,10,NA,"2024_-88",NA,NA,NA,NA,NA,NA,NA,0,"Persona local"
