"","medicion","Sexo","GrupoEdad2","FEP_Ciudad"
"182","2017","1",7,58.2887819326175
"183","2018","0",1,79.2729083665339
"184","2018","0",2,72.7927170868347
"185","2018","0",3,75.7786038826931
"186","2018","0",4,78.9213017751479
"187","2018","0",5,73.1878140703518
"188","2018","0",6,62.8617571059432
"189","2018","0",7,47.4081184860121
"190","2018","1",1,78.040841083704
"191","2018","1",2,70.7580015612803
"192","2018","1",3,78.5169669040637
"193","2018","1",4,76.81608040201
"194","2018","1",5,69.4780018331806
"195","2018","1",6,55.9612661391087
"196","2018","1",7,46.5158924205379
"197","2019","0",1,77.9086294416244
"198","2019","0",2,73.8964533224623
"199","2019","0",3,81.136635354398
"200","2019","0",4,84.6163636363636
"201","2019","0",5,73.9631277813096
"202","2019","0",6,63.8666245259166
"203","2019","0",7,49.3196322336398
"204","2019","1",1,81.7853513971211
"205","2019","1",2,71.0067061143984
"206","2019","1",3,79.0143442622951
"207","2019","1",4,81.9038961038961
"208","2019","1",5,67.5125673249551
"209","2019","1",6,56.994264645637
"210","2019","1",7,47.3666890530557
