"","codigoComuna","descripcionSexo","key","FEP_barrio"
"1",1,"Hombre","101_0_1_2005",33.0686274509804
"2",1,"Hombre","101_0_1_2006",18.8522727272727
"3",1,"Hombre","101_0_1_2007",27.3529411764706
"4",1,"Hombre","101_0_1_2008",23.5777777777778
"5",1,"Hombre","101_0_1_2009",22.6521739130435
"6",1,"Hombre","101_0_1_2010",35.3333333333333
"7",1,"Hombre","101_0_1_2011",40.7027027027027
"8",1,"Hombre","101_0_1_2012",52.0877192982456
"9",1,"Hombre","101_0_1_2013",40.625
"10",1,"Hombre","101_0_1_2014",45.968253968254
"11",1,"Hombre","101_0_1_2015",69.8536585365854
"12",1,"Hombre","101_0_1_2016",61.6739130434783
"13",1,"Hombre","101_0_1_2017",70.15
"14",1,"Hombre","101_0_1_2018",83.0285714285714
"15",1,"Hombre","101_0_1_2019",82.7714285714286
"16",1,"Hombre","101_0_2_2005",23.433734939759
"17",1,"Hombre","101_0_2_2006",21.1397849462366
"18",1,"Hombre","101_0_2_2007",22.5795454545455
"19",1,"Hombre","101_0_2_2008",29.8208955223881
"20",1,"Hombre","101_0_2_2009",20.8645833333333
"21",1,"Hombre","101_0_2_2010",32.0806451612903
"22",1,"Hombre","101_0_2_2011",36.9245283018868
"23",1,"Hombre","101_0_2_2012",43.7272727272727
"24",1,"Hombre","101_0_2_2013",37.0196078431373
"25",1,"Hombre","101_0_2_2014",36.2745098039216
"26",1,"Hombre","101_0_2_2015",45.2
"27",1,"Hombre","101_0_2_2016",35.42
"28",1,"Hombre","101_0_2_2017",42.3170731707317
"29",1,"Hombre","101_0_2_2018",90.8461538461538
"30",1,"Hombre","101_0_2_2019",74.34375
"31",1,"Hombre","101_0_3_2005",30.7045454545455
"32",1,"Hombre","101_0_3_2006",18.5616438356164
"33",1,"Hombre","101_0_3_2007",21.265625
"34",1,"Hombre","101_0_3_2008",22.9
"35",1,"Hombre","101_0_3_2009",24.4561403508772
"36",1,"Hombre","101_0_3_2010",31.4222222222222
"37",1,"Hombre","101_0_3_2011",36.075
"38",1,"Hombre","101_0_3_2012",39.7297297297297
"39",1,"Hombre","101_0_3_2013",50
"40",1,"Hombre","101_0_3_2014",43.6
"41",1,"Hombre","101_0_3_2015",49.9032258064516
"42",1,"Hombre","101_0_3_2016",82.8947368421053
"43",1,"Hombre","101_0_3_2017",72.7272727272727
"44",1,"Hombre","101_0_3_2018",80.96
"45",1,"Hombre","101_0_3_2019",82.0769230769231
"46",1,"Hombre","101_0_4_2005",34.0697674418605
"47",1,"Hombre","101_0_4_2006",23.047619047619
"48",1,"Hombre","101_0_4_2007",27.4807692307692
"49",1,"Hombre","101_0_4_2008",27.9
"50",1,"Hombre","101_0_4_2009",33.1707317073171
"51",1,"Hombre","101_0_4_2010",49.1851851851852
"52",1,"Hombre","101_0_4_2011",34.1578947368421
"53",1,"Hombre","101_0_4_2012",48.8461538461538
"54",1,"Hombre","101_0_4_2013",46.2962962962963
"55",1,"Hombre","101_0_4_2014",58.7142857142857
"56",1,"Hombre","101_0_4_2015",48.84
"57",1,"Hombre","101_0_4_2016",101.416666666667
"58",1,"Hombre","101_0_4_2017",136.111111111111
"59",1,"Hombre","101_0_4_2018",62.3333333333333
"60",1,"Hombre","101_0_4_2019",72.3157894736842
"61",1,"Hombre","101_0_5_2005",40.4
"62",1,"Hombre","101_0_5_2006",29
"63",1,"Hombre","101_0_5_2007",28.6315789473684
"64",1,"Hombre","101_0_5_2008",41.6666666666667
"65",1,"Hombre","101_0_5_2009",29.225
"66",1,"Hombre","101_0_5_2010",50.1666666666667
"67",1,"Hombre","101_0_5_2011",72.6470588235294
"68",1,"Hombre","101_0_5_2012",46.7777777777778
"69",1,"Hombre","101_0_5_2013",49.4615384615385
"70",1,"Hombre","101_0_5_2014",46.4285714285714
"71",1,"Hombre","101_0_5_2015",59.2727272727273
"72",1,"Hombre","101_0_5_2016",72
"73",1,"Hombre","101_0_5_2017",70.6111111111111
"74",1,"Hombre","101_0_5_2018",74
"75",1,"Hombre","101_0_5_2019",53.4285714285714
"76",1,"Hombre","101_0_6_2005",37.4
"77",1,"Hombre","101_0_6_2006",22.88
"78",1,"Hombre","101_0_6_2007",33.4444444444444
"79",1,"Hombre","101_0_6_2008",22.1071428571429
"80",1,"Hombre","101_0_6_2009",39.875
"81",1,"Hombre","101_0_6_2010",41.25
"82",1,"Hombre","101_0_6_2011",40.6470588235294
"83",1,"Hombre","101_0_6_2012",47.4
"84",1,"Hombre","101_0_6_2013",49.6666666666667
"85",1,"Hombre","101_0_6_2014",86.4444444444444
"86",1,"Hombre","101_0_6_2015",50.75
"87",1,"Hombre","101_0_6_2016",168.8
"88",1,"Hombre","101_0_6_2017",58.5333333333333
"89",1,"Hombre","101_0_6_2018",142.5
"90",1,"Hombre","101_0_6_2019",90.5
"91",1,"Hombre","101_0_7_2005",28.5263157894737
"92",1,"Hombre","101_0_7_2006",17.9
"93",1,"Hombre","101_0_7_2007",17.5806451612903
"94",1,"Hombre","101_0_7_2008",32.4705882352941
"95",1,"Hombre","101_0_7_2009",21.5
"96",1,"Hombre","101_0_7_2010",43.5384615384615
"97",1,"Hombre","101_0_7_2011",40.8571428571429
"98",1,"Hombre","101_0_7_2012",58.1
"99",1,"Hombre","101_0_7_2013",99.1666666666667
"100",1,"Hombre","101_0_7_2014",51.5833333333333
"101",1,"Hombre","101_0_7_2015",45.5
"102",1,"Hombre","101_0_7_2016",64.1
"103",1,"Hombre","101_0_7_2017",94
"104",1,"Hombre","101_0_7_2018",60.9
"105",1,"Hombre","101_0_7_2019",58.5454545454545
"106",1,"Mujer","101_1_1_2005",31.9306930693069
"107",1,"Mujer","101_1_1_2006",16.9839572192513
"108",1,"Mujer","101_1_1_2007",20.9664429530201
"109",1,"Mujer","101_1_1_2008",25.9576271186441
"110",1,"Mujer","101_1_1_2009",21.5142857142857
"111",1,"Mujer","101_1_1_2010",40.0675675675676
"112",1,"Mujer","101_1_1_2011",42.1449275362319
"113",1,"Mujer","101_1_1_2012",46.9180327868852
"114",1,"Mujer","101_1_1_2013",39.2777777777778
"115",1,"Mujer","101_1_1_2014",43.0153846153846
"116",1,"Mujer","101_1_1_2015",62.7272727272727
"117",1,"Mujer","101_1_1_2016",85.46875
"118",1,"Mujer","101_1_1_2017",96.6785714285714
"119",1,"Mujer","101_1_1_2018",74.972972972973
"120",1,"Mujer","101_1_1_2019",86.3125
"121",1,"Mujer","101_1_2_2005",21.125
"122",1,"Mujer","101_1_2_2006",17.8859649122807
"123",1,"Mujer","101_1_2_2007",22.5054945054945
"124",1,"Mujer","101_1_2_2008",22.6666666666667
"125",1,"Mujer","101_1_2_2009",16.9333333333333
"126",1,"Mujer","101_1_2_2010",29.1304347826087
"127",1,"Mujer","101_1_2_2011",35.3214285714286
"128",1,"Mujer","101_1_2_2012",33.448275862069
"129",1,"Mujer","101_1_2_2013",32.2203389830508
"130",1,"Mujer","101_1_2_2014",33.3392857142857
"131",1,"Mujer","101_1_2_2015",45.75
"132",1,"Mujer","101_1_2_2016",48.5945945945946
"133",1,"Mujer","101_1_2_2017",47.5675675675676
"134",1,"Mujer","101_1_2_2018",103.826086956522
"135",1,"Mujer","101_1_2_2019",66.5555555555556
"136",1,"Mujer","101_1_3_2005",36.5116279069767
"137",1,"Mujer","101_1_3_2006",18.6470588235294
"138",1,"Mujer","101_1_3_2007",20.05
"139",1,"Mujer","101_1_3_2008",27.1666666666667
"140",1,"Mujer","101_1_3_2009",26.6612903225806
"141",1,"Mujer","101_1_3_2010",46.5555555555556
"142",1,"Mujer","101_1_3_2011",48.6571428571429
"143",1,"Mujer","101_1_3_2012",39.25
"144",1,"Mujer","101_1_3_2013",42.6585365853659
"145",1,"Mujer","101_1_3_2014",45.2564102564103
"146",1,"Mujer","101_1_3_2015",55.4375
"147",1,"Mujer","101_1_3_2016",85.1428571428571
"148",1,"Mujer","101_1_3_2017",64.0714285714286
"149",1,"Mujer","101_1_3_2018",98.6
"150",1,"Mujer","101_1_3_2019",82.2
"151",1,"Mujer","101_1_4_2005",29.8813559322034
"152",1,"Mujer","101_1_4_2006",20.183908045977
"153",1,"Mujer","101_1_4_2007",23.0933333333333
"154",1,"Mujer","101_1_4_2008",23.9295774647887
"155",1,"Mujer","101_1_4_2009",25.2424242424242
"156",1,"Mujer","101_1_4_2010",41.8205128205128
"157",1,"Mujer","101_1_4_2011",44.3611111111111
"158",1,"Mujer","101_1_4_2012",60.3461538461538
"159",1,"Mujer","101_1_4_2013",31.469387755102
"160",1,"Mujer","101_1_4_2014",41.3513513513514
"161",1,"Mujer","101_1_4_2015",66.2608695652174
"162",1,"Mujer","101_1_4_2016",69.2272727272727
"163",1,"Mujer","101_1_4_2017",90.1764705882353
"164",1,"Mujer","101_1_4_2018",73
"165",1,"Mujer","101_1_4_2019",71.9090909090909
"166",1,"Mujer","101_1_5_2005",28.2727272727273
"167",1,"Mujer","101_1_5_2006",26.3877551020408
"168",1,"Mujer","101_1_5_2007",22.5166666666667
"169",1,"Mujer","101_1_5_2008",22.9344262295082
"170",1,"Mujer","101_1_5_2009",24.3898305084746
"171",1,"Mujer","101_1_5_2010",54.8148148148148
"172",1,"Mujer","101_1_5_2011",72.0952380952381
"173",1,"Mujer","101_1_5_2012",51.4333333333333
"174",1,"Mujer","101_1_5_2013",52.2333333333333
"175",1,"Mujer","101_1_5_2014",47.7878787878788
"176",1,"Mujer","101_1_5_2015",47.7272727272727
"177",1,"Mujer","101_1_5_2016",60.1538461538462
"178",1,"Mujer","101_1_5_2017",73.1428571428571
"179",1,"Mujer","101_1_5_2018",83.3529411764706
"180",1,"Mujer","101_1_5_2019",75.3157894736842
"181",1,"Mujer","101_1_6_2005",31.1363636363636
"182",1,"Mujer","101_1_6_2006",21.78125
"183",1,"Mujer","101_1_6_2007",22.53125
"184",1,"Mujer","101_1_6_2008",31.0416666666667
"185",1,"Mujer","101_1_6_2009",35.2727272727273
"186",1,"Mujer","101_1_6_2010",44.3888888888889
"187",1,"Mujer","101_1_6_2011",41.65
"188",1,"Mujer","101_1_6_2012",37.7391304347826
"189",1,"Mujer","101_1_6_2013",63.7857142857143
"190",1,"Mujer","101_1_6_2014",49.1052631578947
"191",1,"Mujer","101_1_6_2015",46.3333333333333
"192",1,"Mujer","101_1_6_2016",59.4117647058824
"193",1,"Mujer","101_1_6_2017",62.3529411764706
"194",1,"Mujer","101_1_6_2018",73.7857142857143
"195",1,"Mujer","101_1_6_2019",64.2941176470588
"196",1,"Mujer","101_1_7_2005",34.1818181818182
"197",1,"Mujer","101_1_7_2006",23.125
"198",1,"Mujer","101_1_7_2007",25.1666666666667
"199",1,"Mujer","101_1_7_2008",20.1842105263158
"200",1,"Mujer","101_1_7_2009",18.7317073170732
"201",1,"Mujer","101_1_7_2010",27
"202",1,"Mujer","101_1_7_2011",44.1111111111111
"203",1,"Mujer","101_1_7_2012",33.625
"204",1,"Mujer","101_1_7_2013",46.4444444444444
"205",1,"Mujer","101_1_7_2014",38.9090909090909
"206",1,"Mujer","101_1_7_2015",34.68
"207",1,"Mujer","101_1_7_2016",58.0666666666667
"208",1,"Mujer","101_1_7_2017",68.7692307692308
"209",1,"Mujer","101_1_7_2018",48.2222222222222
"210",1,"Mujer","101_1_7_2019",51.2222222222222
"211",1,"Hombre","102_0_1_2005",98.6428571428571
"212",1,"Hombre","102_0_1_2006",29.6521739130435
"213",1,"Hombre","102_0_1_2007",33.0731707317073
"214",1,"Hombre","102_0_1_2008",33.425
"215",1,"Hombre","102_0_1_2009",23.75
"216",1,"Hombre","102_0_1_2010",77.3529411764706
"217",1,"Hombre","102_0_1_2011",82
"218",1,"Hombre","102_0_1_2012",48.037037037037
"219",1,"Hombre","102_0_1_2013",64.9
"220",1,"Hombre","102_0_1_2014",72.0555555555556
"221",1,"Hombre","102_0_1_2015",71.5
"222",1,"Hombre","102_0_1_2016",106.583333333333
"223",1,"Hombre","102_0_1_2017",116.090909090909
"224",1,"Hombre","102_0_1_2018",131.666666666667
"225",1,"Hombre","102_0_1_2019",59.1
"226",1,"Hombre","102_0_2_2005",147
"227",1,"Hombre","102_0_2_2006",37.4
"228",1,"Hombre","102_0_2_2007",38.55
"229",1,"Hombre","102_0_2_2008",28.9259259259259
"230",1,"Hombre","102_0_2_2009",30.6538461538462
"231",1,"Hombre","102_0_2_2010",61.1538461538462
"232",1,"Hombre","102_0_2_2011",61.3076923076923
"233",1,"Hombre","102_0_2_2012",32.7916666666667
"234",1,"Hombre","102_0_2_2013",60.3846153846154
"235",1,"Hombre","102_0_2_2014",55.6428571428571
"236",1,"Hombre","102_0_2_2015",63.6666666666667
"237",1,"Hombre","102_0_2_2016",75.4
"238",1,"Hombre","102_0_2_2017",106
"239",1,"Hombre","102_0_2_2018",103.555555555556
"240",1,"Hombre","102_0_2_2019",134.285714285714
"241",1,"Hombre","102_0_3_2005",120.5
"242",1,"Hombre","102_0_3_2006",48.3
"243",1,"Hombre","102_0_3_2007",29
"244",1,"Hombre","102_0_3_2008",21.8695652173913
"245",1,"Hombre","102_0_3_2009",24.2380952380952
"246",1,"Hombre","102_0_3_2010",44
"247",1,"Hombre","102_0_3_2011",67.375
"248",1,"Hombre","102_0_3_2012",80.2857142857143
"249",1,"Hombre","102_0_3_2013",36.125
"250",1,"Hombre","102_0_3_2014",85
"251",1,"Hombre","102_0_3_2015",61.2
"252",1,"Hombre","102_0_3_2016",69.8888888888889
"253",1,"Hombre","102_0_3_2017",128.2
"254",1,"Hombre","102_0_3_2018",226.25
"255",1,"Hombre","102_0_3_2019",68.1428571428571
"256",1,"Hombre","102_0_4_2005",75.1428571428571
"257",1,"Hombre","102_0_4_2006",43.1666666666667
"258",1,"Hombre","102_0_4_2007",51.5
"259",1,"Hombre","102_0_4_2008",72.4285714285714
"260",1,"Hombre","102_0_4_2009",61.25
"261",1,"Hombre","102_0_4_2010",80.8333333333333
"262",1,"Hombre","102_0_4_2011",47.2
"263",1,"Hombre","102_0_4_2012",46.2
"264",1,"Hombre","102_0_4_2013",115
"265",1,"Hombre","102_0_4_2014",114
"266",1,"Hombre","102_0_4_2015",151.333333333333
"267",1,"Hombre","102_0_4_2016",45.9
"268",1,"Hombre","102_0_4_2017",92.4
"269",1,"Hombre","102_0_4_2018",97.8
"270",1,"Hombre","102_0_4_2019",57.1111111111111
"271",1,"Hombre","102_0_5_2005",358
"272",1,"Hombre","102_0_5_2006",41.6666666666667
"273",1,"Hombre","102_0_5_2007",35.9090909090909
"274",1,"Hombre","102_0_5_2008",34.6666666666667
"275",1,"Hombre","102_0_5_2009",47
"276",1,"Hombre","102_0_5_2010",88
"277",1,"Hombre","102_0_5_2011",64
"278",1,"Hombre","102_0_5_2012",57.125
"279",1,"Hombre","102_0_5_2013",51.8888888888889
"280",1,"Hombre","102_0_5_2014",58.375
"281",1,"Hombre","102_0_5_2015",58.625
"282",1,"Hombre","102_0_5_2016",117.25
"283",1,"Hombre","102_0_5_2017",464
"284",1,"Hombre","102_0_5_2018",54.8333333333333
"285",1,"Hombre","102_0_5_2019",33.3
"286",1,"Hombre","102_0_6_2005",NA
"287",1,"Hombre","102_0_6_2006",49
"288",1,"Hombre","102_0_6_2007",22.6666666666667
"289",1,"Hombre","102_0_6_2008",72
"290",1,"Hombre","102_0_6_2009",45
"291",1,"Hombre","102_0_6_2010",56.75
"292",1,"Hombre","102_0_6_2011",34.4285714285714
"293",1,"Hombre","102_0_6_2012",63
"294",1,"Hombre","102_0_6_2013",265
"295",1,"Hombre","102_0_6_2014",69.5
"296",1,"Hombre","102_0_6_2015",72
"297",1,"Hombre","102_0_6_2016",302
"298",1,"Hombre","102_0_6_2017",39.5
"299",1,"Hombre","102_0_6_2018",91.3333333333333
"300",1,"Hombre","102_0_6_2019",145.5
"301",1,"Hombre","102_0_7_2005",NA
"302",1,"Hombre","102_0_7_2006",33.8
"303",1,"Hombre","102_0_7_2007",28.3333333333333
"304",1,"Hombre","102_0_7_2008",21.625
"305",1,"Hombre","102_0_7_2009",22
"306",1,"Hombre","102_0_7_2010",36
"307",1,"Hombre","102_0_7_2011",23.375
"308",1,"Hombre","102_0_7_2012",37
"309",1,"Hombre","102_0_7_2013",47.75
"310",1,"Hombre","102_0_7_2014",49.5
"311",1,"Hombre","102_0_7_2015",51.25
"312",1,"Hombre","102_0_7_2016",69
"313",1,"Hombre","102_0_7_2017",107.5
"314",1,"Hombre","102_0_7_2018",90.5
"315",1,"Hombre","102_0_7_2019",48
"316",1,"Mujer","102_1_1_2005",94.3571428571429
"317",1,"Mujer","102_1_1_2006",36.2777777777778
"318",1,"Mujer","102_1_1_2007",32.5
"319",1,"Mujer","102_1_1_2008",31.3414634146341
"320",1,"Mujer","102_1_1_2009",47.5185185185185
"321",1,"Mujer","102_1_1_2010",39.53125
"322",1,"Mujer","102_1_1_2011",48.6153846153846
"323",1,"Mujer","102_1_1_2012",54.3913043478261
"324",1,"Mujer","102_1_1_2013",50.04
"325",1,"Mujer","102_1_1_2014",62.45
"326",1,"Mujer","102_1_1_2015",62.15
"327",1,"Mujer","102_1_1_2016",82.8
"328",1,"Mujer","102_1_1_2017",95.1538461538462
"329",1,"Mujer","102_1_1_2018",112.363636363636
"330",1,"Mujer","102_1_1_2019",68.4444444444444
"331",1,"Mujer","102_1_2_2005",127
"332",1,"Mujer","102_1_2_2006",24.9032258064516
"333",1,"Mujer","102_1_2_2007",46.4117647058824
"334",1,"Mujer","102_1_2_2008",24.030303030303
"335",1,"Mujer","102_1_2_2009",27.7931034482759
"336",1,"Mujer","102_1_2_2010",66.75
"337",1,"Mujer","102_1_2_2011",57.1428571428571
"338",1,"Mujer","102_1_2_2012",34.4782608695652
"339",1,"Mujer","102_1_2_2013",39.35
"340",1,"Mujer","102_1_2_2014",43.4444444444444
"341",1,"Mujer","102_1_2_2015",40.4736842105263
"342",1,"Mujer","102_1_2_2016",54.2142857142857
"343",1,"Mujer","102_1_2_2017",249.333333333333
"344",1,"Mujer","102_1_2_2018",113.75
"345",1,"Mujer","102_1_2_2019",65.2142857142857
"346",1,"Mujer","102_1_3_2005",93.8333333333333
"347",1,"Mujer","102_1_3_2006",40.5714285714286
"348",1,"Mujer","102_1_3_2007",30.5789473684211
"349",1,"Mujer","102_1_3_2008",31.3157894736842
"350",1,"Mujer","102_1_3_2009",40.6
"351",1,"Mujer","102_1_3_2010",48.1538461538462
"352",1,"Mujer","102_1_3_2011",71.1111111111111
"353",1,"Mujer","102_1_3_2012",59.9090909090909
"354",1,"Mujer","102_1_3_2013",74.5555555555556
"355",1,"Mujer","102_1_3_2014",57.4166666666667
"356",1,"Mujer","102_1_3_2015",41.0588235294118
"357",1,"Mujer","102_1_3_2016",54.3846153846154
"358",1,"Mujer","102_1_3_2017",59.5833333333333
"359",1,"Mujer","102_1_3_2018",124.142857142857
"360",1,"Mujer","102_1_3_2019",75.3333333333333
"361",1,"Mujer","102_1_4_2005",126.4
"362",1,"Mujer","102_1_4_2006",41.5333333333333
"363",1,"Mujer","102_1_4_2007",44.4285714285714
"364",1,"Mujer","102_1_4_2008",50.75
"365",1,"Mujer","102_1_4_2009",31.4210526315789
"366",1,"Mujer","102_1_4_2010",65.3333333333333
"367",1,"Mujer","102_1_4_2011",58.1
"368",1,"Mujer","102_1_4_2012",57.9
"369",1,"Mujer","102_1_4_2013",47.4166666666667
"370",1,"Mujer","102_1_4_2014",113.8
"371",1,"Mujer","102_1_4_2015",47.8333333333333
"372",1,"Mujer","102_1_4_2016",115.8
"373",1,"Mujer","102_1_4_2017",292
"374",1,"Mujer","102_1_4_2018",55.4
"375",1,"Mujer","102_1_4_2019",63.5555555555556
"376",1,"Mujer","102_1_5_2005",148.333333333333
"377",1,"Mujer","102_1_5_2006",51.3333333333333
"378",1,"Mujer","102_1_5_2007",32.4
"379",1,"Mujer","102_1_5_2008",31.875
"380",1,"Mujer","102_1_5_2009",47.8181818181818
"381",1,"Mujer","102_1_5_2010",89.8333333333333
"382",1,"Mujer","102_1_5_2011",183.333333333333
"383",1,"Mujer","102_1_5_2012",62
"384",1,"Mujer","102_1_5_2013",56.5
"385",1,"Mujer","102_1_5_2014",43.8461538461538
"386",1,"Mujer","102_1_5_2015",47.0833333333333
"387",1,"Mujer","102_1_5_2016",70.375
"388",1,"Mujer","102_1_5_2017",62
"389",1,"Mujer","102_1_5_2018",92.2
"390",1,"Mujer","102_1_5_2019",66.5714285714286
"391",1,"Mujer","102_1_6_2005",114
"392",1,"Mujer","102_1_6_2006",29.875
"393",1,"Mujer","102_1_6_2007",62
"394",1,"Mujer","102_1_6_2008",32.75
"395",1,"Mujer","102_1_6_2009",39.1428571428571
"396",1,"Mujer","102_1_6_2010",93.6666666666667
"397",1,"Mujer","102_1_6_2011",59.6
"398",1,"Mujer","102_1_6_2012",38.875
"399",1,"Mujer","102_1_6_2013",36.3333333333333
"400",1,"Mujer","102_1_6_2014",57
"401",1,"Mujer","102_1_6_2015",71.8
"402",1,"Mujer","102_1_6_2016",125.333333333333
"403",1,"Mujer","102_1_6_2017",56.2857142857143
"404",1,"Mujer","102_1_6_2018",81.75
"405",1,"Mujer","102_1_6_2019",49.4285714285714
"406",1,"Mujer","102_1_7_2005",79
"407",1,"Mujer","102_1_7_2006",59
"408",1,"Mujer","102_1_7_2007",26.5555555555556
"409",1,"Mujer","102_1_7_2008",30.25
"410",1,"Mujer","102_1_7_2009",31
"411",1,"Mujer","102_1_7_2010",62.5
"412",1,"Mujer","102_1_7_2011",36
"413",1,"Mujer","102_1_7_2012",36.2857142857143
"414",1,"Mujer","102_1_7_2013",87
"415",1,"Mujer","102_1_7_2014",67.25
"416",1,"Mujer","102_1_7_2015",69.75
"417",1,"Mujer","102_1_7_2016",35.125
"418",1,"Mujer","102_1_7_2017",NA
"419",1,"Mujer","102_1_7_2018",45.2
"420",1,"Mujer","102_1_7_2019",26.6666666666667
"421",1,"Hombre","103_0_1_2005",26.7786259541985
"422",1,"Hombre","103_0_1_2006",23.3557046979866
"423",1,"Hombre","103_0_1_2007",24.6402877697842
"424",1,"Hombre","103_0_1_2008",26.0692307692308
"425",1,"Hombre","103_0_1_2009",28.2857142857143
"426",1,"Hombre","103_0_1_2010",37.6516853932584
"427",1,"Hombre","103_0_1_2011",57
"428",1,"Hombre","103_0_1_2012",37.1460674157303
"429",1,"Hombre","103_0_1_2013",52.8387096774194
"430",1,"Hombre","103_0_1_2014",49.4242424242424
"431",1,"Hombre","103_0_1_2015",88
"432",1,"Hombre","103_0_1_2016",85.1842105263158
"433",1,"Hombre","103_0_1_2017",139.695652173913
"434",1,"Hombre","103_0_1_2018",57.622641509434
"435",1,"Hombre","103_0_1_2019",82.1621621621622
"436",1,"Hombre","103_0_2_2005",22.7303370786517
"437",1,"Hombre","103_0_2_2006",26.0886075949367
"438",1,"Hombre","103_0_2_2007",20.1553398058252
"439",1,"Hombre","103_0_2_2008",28.0933333333333
"440",1,"Hombre","103_0_2_2009",25.9024390243902
"441",1,"Hombre","103_0_2_2010",41.6274509803922
"442",1,"Hombre","103_0_2_2011",43.6458333333333
"443",1,"Hombre","103_0_2_2012",37.2678571428571
"444",1,"Hombre","103_0_2_2013",45.9333333333333
"445",1,"Hombre","103_0_2_2014",48.5
"446",1,"Hombre","103_0_2_2015",47.0232558139535
"447",1,"Hombre","103_0_2_2016",86.7391304347826
"448",1,"Hombre","103_0_2_2017",93.1904761904762
"449",1,"Hombre","103_0_2_2018",59.3170731707317
"450",1,"Hombre","103_0_2_2019",76.5
"451",1,"Hombre","103_0_3_2005",29.6595744680851
"452",1,"Hombre","103_0_3_2006",23.8135593220339
"453",1,"Hombre","103_0_3_2007",25.7777777777778
"454",1,"Hombre","103_0_3_2008",30.8260869565217
"455",1,"Hombre","103_0_3_2009",25.1206896551724
"456",1,"Hombre","103_0_3_2010",44.9393939393939
"457",1,"Hombre","103_0_3_2011",43.6857142857143
"458",1,"Hombre","103_0_3_2012",34.7555555555556
"459",1,"Hombre","103_0_3_2013",59.1111111111111
"460",1,"Hombre","103_0_3_2014",43.1842105263158
"461",1,"Hombre","103_0_3_2015",69.5416666666667
"462",1,"Hombre","103_0_3_2016",71.1666666666667
"463",1,"Hombre","103_0_3_2017",108.5625
"464",1,"Hombre","103_0_3_2018",74.7741935483871
"465",1,"Hombre","103_0_3_2019",106.304347826087
"466",1,"Hombre","103_0_4_2005",30.4791666666667
"467",1,"Hombre","103_0_4_2006",31.0212765957447
"468",1,"Hombre","103_0_4_2007",22.9354838709677
"469",1,"Hombre","103_0_4_2008",31.8636363636364
"470",1,"Hombre","103_0_4_2009",27.1176470588235
"471",1,"Hombre","103_0_4_2010",41.0909090909091
"472",1,"Hombre","103_0_4_2011",46.3103448275862
"473",1,"Hombre","103_0_4_2012",59.8636363636364
"474",1,"Hombre","103_0_4_2013",47.1851851851852
"475",1,"Hombre","103_0_4_2014",40.7096774193548
"476",1,"Hombre","103_0_4_2015",50.52
"477",1,"Hombre","103_0_4_2016",70.2222222222222
"478",1,"Hombre","103_0_4_2017",71
"479",1,"Hombre","103_0_4_2018",54.7037037037037
"480",1,"Hombre","103_0_4_2019",62.12
"481",1,"Hombre","103_0_5_2005",24.0975609756098
"482",1,"Hombre","103_0_5_2006",54.3684210526316
"483",1,"Hombre","103_0_5_2007",36.4137931034483
"484",1,"Hombre","103_0_5_2008",31.3142857142857
"485",1,"Hombre","103_0_5_2009",47.625
"486",1,"Hombre","103_0_5_2010",53.6363636363636
"487",1,"Hombre","103_0_5_2011",60.9
"488",1,"Hombre","103_0_5_2012",49.36
"489",1,"Hombre","103_0_5_2013",45.2142857142857
"490",1,"Hombre","103_0_5_2014",67.7368421052632
"491",1,"Hombre","103_0_5_2015",67.7368421052632
"492",1,"Hombre","103_0_5_2016",106.833333333333
"493",1,"Hombre","103_0_5_2017",210.666666666667
"494",1,"Hombre","103_0_5_2018",71.8
"495",1,"Hombre","103_0_5_2019",57.4210526315789
"496",1,"Hombre","103_0_6_2005",45.8333333333333
"497",1,"Hombre","103_0_6_2006",29.6842105263158
"498",1,"Hombre","103_0_6_2007",30.1578947368421
"499",1,"Hombre","103_0_6_2008",31.9444444444444
"500",1,"Hombre","103_0_6_2009",28.5238095238095
"501",1,"Hombre","103_0_6_2010",62.9
"502",1,"Hombre","103_0_6_2011",34.4736842105263
"503",1,"Hombre","103_0_6_2012",62.7272727272727
"504",1,"Hombre","103_0_6_2013",90.125
"505",1,"Hombre","103_0_6_2014",68.1818181818182
"506",1,"Hombre","103_0_6_2015",32.7916666666667
"507",1,"Hombre","103_0_6_2016",74.6363636363636
"508",1,"Hombre","103_0_6_2017",107.75
"509",1,"Hombre","103_0_6_2018",380
"510",1,"Hombre","103_0_6_2019",57.5714285714286
"511",1,"Hombre","103_0_7_2005",29.2631578947368
"512",1,"Hombre","103_0_7_2006",29.9444444444444
"513",1,"Hombre","103_0_7_2007",26.3
"514",1,"Hombre","103_0_7_2008",20.68
"515",1,"Hombre","103_0_7_2009",28.7222222222222
"516",1,"Hombre","103_0_7_2010",30.2352941176471
"517",1,"Hombre","103_0_7_2011",40.9230769230769
"518",1,"Hombre","103_0_7_2012",42
"519",1,"Hombre","103_0_7_2013",55.9
"520",1,"Hombre","103_0_7_2014",35.9375
"521",1,"Hombre","103_0_7_2015",29.8
"522",1,"Hombre","103_0_7_2016",66.6666666666667
"523",1,"Hombre","103_0_7_2017",44.3571428571429
"524",1,"Hombre","103_0_7_2018",42.7142857142857
"525",1,"Hombre","103_0_7_2019",48.4615384615385
"526",1,"Mujer","103_1_1_2005",27.4918032786885
"527",1,"Mujer","103_1_1_2006",24.9850746268657
"528",1,"Mujer","103_1_1_2007",27.0819672131148
"529",1,"Mujer","103_1_1_2008",29.070796460177
